review_id,text,rating,location_sentiment,room_sentiment,service_sentiment,value_sentiment,overall_sentiment,text_length
414,"wonderful hotel son spent nights avenida palace, ca n't imagine better place stay barcelona, location terrific close upper end la rambla just passeig gracia easy walking distance lovely buildings manzana la discordia bustling placa catalunya, friendly extremely helpful staff truly make avenida palace treat travelers, desk staff pleasant make guests feel welcome language, breakfast buffet extensive wonderful way ready day sightseeing traveling children sure ask pot chocolate breakfast son loved, rooms spacious clean comfortable, definitely choose avenida palace time lovely lovely barcelona,  ",5,6,6,6,0,18,598
415,"amazing hotel hotel recommended travel agent worth penny, room did not river view beautiful large, dressing area large marble bathroom, best probably westin bed unlike slept trip fantastic sleeping red wine night, staff helpful restaurants directions, location great,  ",5,7,7,7,7,28,269
416,"good hotel spent nights stylish hotel, room whilst small equipped high quality fittings furnishings toiletries.the staff attentive public areas hotel comfortable.only complaint bar prices high side.very comfortable hotel no hesitation recommending,  ",4,1,3,3,0,7,250
417,"location, stayed 3 nights great time, hotel location great, right street central station right red light district lovely coffee shops, booked twin room surprised given large quad room, staff friendly helpful, amsterdam times far best place stayed reasonable price, going amsterdam staying hotel, negative noise street morning, close windows early hours cause road works restaurant deliveries location,  ",5,5,5,5,5,20,403
418,"plaza mayor hotel great value, madrid nights wanted hotel close plaza mayor base easy walking sights.impressed reviews ones complaining small bedrooms no view etc.by looking candid photos emailing hotel times rooms ending 03 corner hotel door good view plaza santa cruz.requested rooms checked 503 nice high, simply furnished nice wooden floor room opening french windows corner room room airy.bathroom clean good shower bath came usual freebies.note street cleaners start 0500.staff friendly spoke good english.good variety hot/cold food breakfast.totally agree reviewers metro, airport sol 1 euro, easy navigate coloured numbered lines heavy bags station changes stairs bit awkward peak times.recommend walking tours spain fantastic food wine walking tour historic pub/winebar/restaurant locations great food/booze, host andres perfect english impecable manners fantastic night 10 mins walk hotel.coming backto hotel july 12 year old daughter en route costa del sol.as not fault hotel way thoroughly recommend hotel wanting central hotel reasonable prices check room going,  ",5,6,5,8,1,20,1077
419,"best dorado stayed embassy suites july 2004. clean great pool area esp, kids, beach small stayed pool, visited hyatt hotels dorado not rooms restaurants casino lobby areas thought embassy suites far nicest hotel area, having two-room suite great, thing wary view really n't rooms able sliver ocean not, stay dorado..you absolutely rent car, plenty fast food places eat dorado 30-40 min, away san juan taxi rides incredibly expensive, ready drive 1.5 hours east coast culebra fajardo, ready confusing road signs drivers pr drive like bats you-know-where,  ",4,2,2,0,-1,3,555
420,"hospital stayed 2 weeks got sick stomach upsets partner fit 25 year old ended hospital 3 long days__Çî__otal nightmare food poisoning.the beach hospital clean not sure kitchens,  ",1,0,1,0,0,1,179
421,"great central good staff.try room overlooking main street evening sunshine pours balcony-beautiful rest area bit basic try sumon porquesi restaraunts close by-top class trendy enjoy best city europe,  ",4,4,2,2,0,8,201
422,"loved stayed 3 nights, room modern bit smallish laid bed comfortable, firm mattress not hard real feather pillows, great bathroom, small balcony overlooking street, tad noisy night kept windows open, disappointment not ns room room nice window open smell dissipated quickly, did n't change chance, mini-bar complimentary, soft drinks beer welcome close callao metro, stay,  ",4,2,2,0,0,4,374
423,"high hopes disappointing, ca n't say place horrendous previous reviewers quite disappointed, came frosty pennsylvania absolutely loved warmer weather city came small room san carlos, really not beneficial ca n't adjust temperature particularly warm air comes vent, yes beware hot water pressure changes sign odd reminded college dorms, sheets somewhat stained bathroom floor dirty, major issue hear going rooms, sleep n't easy achieve beginning change hotesl hyatt, continental breakfast nice pricey hyatt did n't offer,  ",2,0,-1,0,-1,-2,522
424,"expected husband couple went resort open minds, staff worked hard keeping place clean did quite things really got nerves.the hotel cahoots timeshare people resort, guy posted outside complex morning stopped bothering, la carte dining n't better buffet maybe worse, seating evening visiting limited tables guests sit visit, toilets outside room constantly plugged difficult flush, cleaning lady washroom time probably try unclog toilets.the pool laid beach absolutely beautiful walk miles, activities limited country, rented car day drove countryside real experience, 4 saved money travelled comfort, macao beach beautiful huge waves practically deserted, forewarned going drive roads terrible drivers worse mexico, want holiday great beach just want lay punta cana n't expect line resort,  ",3,1,2,1,1,5,790
425,"room view nothing, room fine talk scrimping no mini bar fridge blanket pillow person no cushions no notepaper hard wooden chair adults explained reception liked spend time reading holiday comfy chairs sent hard wooden no toiletries minimum soap shower gel toilet roll no toilet brush did think going steal towels definitely not luxury class.there no sound proofing great overlooking las ramblas imagine paid 160 euros night no breakfast annoying kept awake night crowds below.no bar hotel reception reply emails, no matter times emailed phoned speak spanish n't final confirmation booking.pleasant english guy reception nicholas not place,  ",2,0,0,0,0,0,641
426,"wonderful view cute room stayed room 55 magnificent view eiffel tower, room quite roomy european standards clean whistle, plasma screen tv nice touch, quite impressed hotel, wish booked return trip paris instead just night, highly recommend splurge,  ",5,0,4,4,0,8,251
427,"love place, place really deserves great reviews gets, facility notch service good gets absolutely best, place new 2 years old 2007 designed highly regarded architect, like look dramatic entrances lots vertical space teak looks like danish modern balinese, location 4 minute walk beach narrow road not perfect not bad, grounds beautifully landscaped lush tropical plants, villa gorgeous ultra clean pool usable swimming laps, fixtures quality faucets door handles lighting, villas spacious private romantic, spotless, none typical tropical musty mildew room smell, beds big good mattresses sleep, hard say improve place, staff genuinely friendly attentive obtrusive extremely helpful, n't happy great lengths insure guest experience good, needed batik shirts altered excellent tailor lightning fast reasonably priced, duty hours light bulb promptly replaced middle night wish fresh mango smoothie delivered room 3, restaurant real sleeper undiscovered gem food service rivals trendy places outside gates, great food gorgeous poolside location reasonable prices, food prepared poolside clean equipped kitchen, n't afraid ask slightly menu, ingredients make, looking waiter pay attention care things need ask, included breakfasts notch better expensive places bali, want second latte, little fruit, no problem no extra charge, like drink lot bottled water free elysian, annie dean charge guest experience takes job seriously, staff guest oriented really pride work housekeeping engineering reservations gardening desk security restaurant, place remarkably bug free worries bit way accomplished bali liberal use insecticides roaches bed bugs occasional mosquito, insecticide dengue fever, stayed pricey pita maha obud couple pesky roaches clean room, like bug free rooms elysian, check no hassle incorrect room charges error free, planned stay canceled plans came second week trip, regret writing love letter review make tougher reservations future, looking forward visit, mark sara,  ",5,8,8,8,8,32,1981
428,"greatness-this hotel unrivalled stayed world hotels-de crillon savoy pierre le sireneuse say hotel reigns supreme, gorgeous immaculate understated lobby large opulent rooms superb, romantic weekend treated champagne chocolates flowers upgrade, room original building not bad thing ceilings high bathroom larger hotel rooms pool/spa experienced, weather horrible pool overlooking harbour deck perfect sunning watching lightshow/fireworks awesome, felix hotel tiny unique bar experience, hotel expensive worth manage, yes does pale comparison pens opinion flagship, place stay hk,  ",5,0,0,0,0,0,580
429,"faultless, 3rd time club n't fault, butler rabika attentive helpful ensured taken care island.highly recemmend,  ",5,0,0,1,0,1,113
430,"great vacation probably n't 8 friends went grand paradise bavaro spring break trip, country did n't know expect.airport pretty cute straw roofs, confusing, tell buy 10 tourist card hand 2 seconds later, think just scam country make money n't know, not security, transportation willing help tip, reservations preito tours fine, tipped 2 person happy that.as resort food food got little redundant, buffet weird night goat, stuff liked pasta bar good thing fall, loved fresh fruit daily, la cana grille open lunch roasted chicken white rice french fries pizza salad, 4th day n't stand smell, liked buffet breakfast omlettes good, usually toast water water restaurants bars bottled drink ice, reservation chinese restaurant italian, sick chinese friends said excellent, italian just ok. bars did n't drink thought, soda sweet came fountain rum cokes way sweet, banana mama good asked rum ton, beer actually pretty good, 3 bars buffet sportsbar beach, hey buddy beach best, drink liked stuck water trip.pool pool awesome, actually 2 pools right couple jacuzzi, loved pools, kind hard 9 chairs managed, people n't supposed reserve chairs does anyways.beach know sounds stupid sand got really annoying, really sticky, sure sand weeks come, beach gorgeous, kind small think allowed resorts beaches, water beautiful, blue, warm, undertoe strong careful, water sports window snorkling gear boogie boards kyaks stuff lend, chairs just maybe not shady things.rooms room great, brought wrong room toilet getting clogged shower not working ac not cold fine, haha sounds horrible, fixed shower right away gave key card room ac times, key card want electricity room wall turn kind weird, fixed toilet right away, maid great tipped 2 day 5 end, room clean 11 plenty towels toilet paper, great, kind loud night expect, good tv stations not group, want remote 20 deposit got key safe 20 did n't, mini bar bottles coke sprite diet coke gallon water, brought waters suggest drank 15 week, brought small poland springs bottles fit great fridge.excursions booked 2 excursions prieto tours upstairs main building resort, list choose, did speed boats snorkling type deal atvs came 120 couple, kind expensive really not figured worth, great, loved snorkling, pros named hector took water camera took great pictures suggest buying couple water camera walmart 8 instead resort 28, lot fun, tipped hector 5 bought picture took, speedboats, loved atv, took sort ranch showed cocoa coffee grapefruits stuff, great, bought small container coffee owner 4, thrilled, grapefruit excellent coffee good, went beach mud bring crappy pants shoes, try not bring bag kind ruined, alot fun, tipped leader person 5 liked much.we went horseback riding did n't like, ridden horse sneakers soaked atvs wore flip flops ankles killed, butt thighs, horse ran alot did n't like, got beach swimming cold, horseback riding good experience, guys helpful stayed did n't like fast, airport home insane, got bus people ran bags expected tip money n't tip, did n't happy, waited line check like 25 minutes picked people group bag, printed 2 tickets person no tickets, luckily got u.s. ok. lines did n't really know going, point just wanted home lot fun vacation n't think, resorts secluded nothing outside resorts, shows resort good, n't recommend getting traveler checks pain deal, shops right resort called punta blanca artists coffee jewelry, went 3 times haggling pretty good, friend got guy 60 20 painting, use american money n't bother exchanging it.it great trip glad home, feel free email questions,  ",3,0,0,3,5,8,3552
431,"fantastic value stayed pulitzer december 07. considering location style thought fantastic value paid, rooms little small comfortable clean bathrooms equipped lots little extras, did n't eat hotel did drinks bar excellent quality especially wine priced, quite stylish hotel small fashionable discreet brilliantly located just plaza catalunya, probably not want family girls shopping trip weekend away suit,  ",5,3,3,0,4,10,407
432,"great hotel middle madrid just madrid celebrating new year fantastic hotel stay, located just plaza isobelle 2 minutes walk away hub madrid, street nice quiet, close metro station plaza isobelle rooms individually decorated boutique style roomy double clean great facilities air tv phone etc., staff friendly helpful especially spanish not good, did n't breakfast ca n't comment, ca n't think reason n't stay hotel, 2 star n't let fool, fantastic hotel middle madrid reasonable,  ",5,4,4,4,4,16,480
433,"good value needs better maintenance recently stayed w hotel french quarter, let begin saying overall good experience, staff attentive responsive, unfortunately encountered problems stay addressed nights took away overall experience, asked non smoking room assigned, unfortunately smell smoke ventilation slightly worse time ac unit came, second toilet bathroom backed, quickly addressed room inconvenience, electronic door lock malfunctioned nearly time left room needed key reset, not major issue desk staff reset room cards required office time happened, fourth unit condenser ac ceiling near entrance room dripping slowly proceeded leak badly needed place bucket, fixed staff timely manner, finally issue house keeping person cared room did not completely restock bathroom day, said want stress overall experience good staff responsive problems, think hotel good value rate centrally located just short walk restaurants shops french quarter nice quaint quality,  ",4,1,1,1,1,4,966
434,"great hotel, great value, 4 star hotels stayed not nice affinia dumont reason rated 3 stars, king junior suite attractive roomy best values new york, staff extremely friendly, location convenient uptown downtown,  ",5,4,4,4,4,16,214
435,"df dulce df great location, loved modern clean design hotel professional courteous competent staff, rooms clean large highly recommend rooftop pool cool busy day city, complaints bed little firm tastes hotel definite business traveler vibe ask towels,  ",5,4,4,4,0,12,253
436,"best trip say nicest resort stayed people friendly, resturants 5 star way, room service great drinks fantastic, highly recomend going palamino islands rain forrest, thank el conquitador wonderful stay,  ",5,0,6,6,0,12,203
437,"not bad just got week punta cana grand, like say people work best ever.they work hard try, far room not happy, building number 3 close bar lobby room dark hear music night, upgraded day building number 7 wow beautiful.didnt hot water days power did 3 times there.but moving building worth 50 dollars day extra rooms like, food ok nothing special main buffet dark place eat not open air ate days beach garden close ocean.my favorite italian, beach real nice walk forever like mose places need hut early morning not problem early anyways, nice resort enjoyed vacation, michael jackson excellent cant miss, new casino built going unreal, grounds clean pools nice, fun,  ",3,4,4,0,0,8,667
438,"great hotel, hotel mayflower run establishment friendly helpfull staff, room rates reasonable equipped fridge air en suite bathroom shower bath, arrival guests bottle wine, undergroung parking available approx 10 cars provided free charge, tight space suv struggle no problem average saloon car, free internet access computers available use guests, literatue advice freely available hotel, bush street 10 mins walking heart city trams buses taxi closer, great hotel budget,  ",4,3,3,3,3,12,475
439,"not marriott level service booked reservations nights second single nights reservation 4 days later, stay pleasant uneventful, nothing write home about.keep mind happened 10 hours return stay extreme, entering garage facility parking rental car 5th floor discovered parking elevator service walk way 5 levels parking bags tired year old, notice entrance indicating condition allowed drop bags bell captain, asked desk not desk clerk responded just learned, 5 minutes later not effort coordinate posting sign repeated request sign simply said ill it.i pulled sheets bed greeted blood worse stain approx 8 x 4 sizable staff not missed, 11:30 pm opted share bed 4 year old.i rose morning greeted bills, room approximately 83:00 son, desk admitted error 4 requests speaking manager unable provide corrected statement showing adjusted charges, needless say eagerly await credit card statement.in speaking manager mentioned stain bed ended sleeping 4 year old son parking situation, response agree not happened, manager desk staff customer service skills motel 6.spending 100 plus nights year road 75 hilton 25 marriott somewhat tolerant hotel industry, aware marriott standard property falls short, dont marriott outrigger indifferent incompetent staff management.spend money,  ",1,-1,-3,-3,0,-7,1273
440,"nice place central location main entrance hotel actually 41st st. easy miss big askew clock middle busiest block 42nd 7th 8th aves, rooms 23rd floor lobby 21st dedicated elevator, got late told room n't ready, took cell number said, did 1 pm, baggage check ground level, getting key took line desk.the room 23rd floor bright clean spacious desk lounge chair 37 flat-screen tv used local weather, big window lets lots light offers decent city views, no street noise 42nd st. talking, nice-sized closet real hangers cloth bathrobes, slipped shower, mentioned check-out clerk told asked mat want mind.a passable exercise room cc mezzanine level not 23rd floor stated hotel guide room, business center 2.99 plus use computer.the location great short walk subways times square theater district restaurants et, al, biggest problem negotiating way crowds street, place priceline pretty good bargain,  ",4,3,0,-1,2,4,894
441,"exceptional service sister toronto family emergency, hotel wonderfully located metro hospitals important time needed eaton center mall attached not worry weather putting coat, service exceptional beds comfortable room really nice size, lovely indoor pool jacuzzi roof, stay highly recommend hotel,  ",5,0,5,5,0,10,299
442,"not impressed having stayed nice ai say ccp not list wo n't returning.first good news, beach die, soft white sandy running, busy nothing ca n't handle open area availble, vip suite close beach perfect, yes big problems room inside, needed knife fork open patio door everytime, knife slit open lock broken fork pry rest way, tv buzzed horrid noise constantly coffee maker stay 10 seconds shut, requested 2 double beds got king, no problem switch bed small single mattress looked like used toilet training, arrived place middle sitting area defeating porpuse having suite, just away sleep king, mattress remained wall week, time called just rushed phone said ok come, no problems air hot water worked great.my biggest problem week far food, buffet just horrid, not picky really stuggled item looked tasted nice, ate la cava 3 times wonderful everytime, chicken beach good, issue buffet tables not cleaned plates removed no clean place mats set not table eating elses mess left.the grounds lovely maintained worth trip bus all.the pool cooler ocean nice.we lovely vacation enjoyed having just returned puerto plata january ccp just not scratch, vip package lets just say did save price atleast meal la cava nothing special,  ",2,1,5,0,2,8,1222
443,"decent uninspired five-star hotel good things large room comfortably furnished modern, general ambience impressive five-star establishment, service professional, executive lounge excellent including free breakfast evening drinks hors-d`oeuvres, good choice restaurants pretty expensive location, handy pleasant ebisu garden palace area shops restaurants easy minute walk mainly moving walkways ebisu station, not actually main areas visitors tokyo want see.very frustrating no swimming pool,  ",4,1,1,1,1,4,493
444,"great hotel stayed hotel week pleased location room service staff, located directly street tuileries walking distance attractions including place la concorde louvre opera garnier place vendome, addition just short walk cityrama office tours originated, shops cafes nearby including angelina excellent, staff friendly helpful writing metro directions various places wanted visit, courtyard view paid approximately 172.00 euros night, room bathroom nice size especially european standards decorated style comparable american hotel chains, negative thing say hotel pricey cost breakfast buffet, 16 euros person better angelina nearby restaurants.i recommend hotel definitely stay,  ",5,5,5,5,1,16,679
445,"good hotel stayed hotel night year thought great, decor chic loved bowler hats bellboys wore.the rooms nice clean roomie comfortable, stayed colleagues rooms nice clean, overall no complaints reasonably priced nyc,  ",4,0,3,0,3,6,216
446,"madrid july just arrived staying ateneo, location excellent said previous reviews puerto del sol, asked quiet room given hotel, weather red hot 3* hotel air conditioning great, area does lot prostitutes strange seeing 10am did n't particularly bother, rooms large bathroom beds really comfortable absolutely no complaints dead fussy, breakfast day n't bad 6 euros, sure use hop bus round main sights,  ",5,2,2,0,0,4,402
447,"rest relaxation n't golf enjoy beach pool day like, swim suit day dressy casual evening, food wonderful people friendly, poor country dollars service warms heart belief, wonderful time,  ",4,0,0,1,0,1,187
448,"location superb saw hotel years ago italian friends vouched stay day, beautiful location presence little square probabaly wanted, tthough lobby lovely breakfast room bar great atmosphere edge disappointed room, small pokey small bed felt double, bathroom lovely view real disapointment courtyard junk, felt staff bit tired asked fabulous restaurant pleased did not trust view fabulous place end place recomended actually considered tourist trap tme florence tend trust wholeheartedly, not stay did job days,  ",4,2,2,2,0,6,509
449,"great location rock hard beds, stayed lots moderately priced hotels big cities number thing look location, hotel great base camp plan spending time exploring city, 2 minute walk metro stop insurgentes pink line want city accessed metro, mexico city huge things closer really, mediocre restaurants hotel sanborns vips neaby really no reason eat hotel not adventurous look authentic places eat, short walk independence angel strolling paseo la reforma nice way digest dinner, good indoor market nearby opens 10 picking souvenirs crafts, just fyi right street bunch gay bars area lively night lots pda, homophobe unfamiliar metropolitan areas travelling young children kept sheltered problem, hotel itself- large hotel n't lot personal service, area overall little noisy downtown big city lot police presence, adequate space room bathroom fact european standards place huge, views nice better upper floors course, room decor hideous pool tiny rarely room swim cares, probably complaint beds hardest slept life pillows like sacks old heavy clothes, choose not stay reason, oh daughter shelby just reminded toilet got clogged n't shampoo, taxis not nearly cost-prohibitive cites n't choose metro does ridiculously crowded great base camp, travelled 4 7 11 year old ride special section metro kids, definitely visit zocalo chapultepec park especially palace museum anthropology basilica guadalupe xochimilco, day trip pyramids, beaten path leon trotsky house lived murdered exile russia freida kahlo diego rivera home educational worthwhile, 6 days not amazing city, hotel good value great time mexico city, traveller needs plush accomodations hangs hotel want spend little,  ",3,2,2,2,2,8,1670
450,"truly palatial palace just, palace center manhattan, rooms impeccable service, perfection does not come cheap, expect pay arm leg pay,  ",5,0,1,1,1,3,136
451,"nice stay stayed seattle marriott waterfront week august 16th enjoyed stay, hotel not large maintained great location, true train runs hotel did not hear train noise inside hotel stay, 5 minute walk pikes place market 10 minute walk downtown, experienced superb customer service stay, concierge lounge small nice, drawback 25 valet parking really n't viable option knew going not big deal, definitely stay,  ",5,1,0,1,0,2,408
452,"fell expectations traveled club med punta cana nov 2005 week wife 2 y/o son, club med villages, chose resort primarily kids club free timewhat liked nice setting grounds kept resort private no resorts beach designated adults far end village food variety good typical club med water restaurant view really nice palm trees beach providing shade kids not want stay kids club dropped parents despite activities offered a/c rooms cold maybe cold.what disliked picked airport taxi driver worked club med tried charge transport village attempted robbery airport transfers included price n't fooled took 2 hours room ready rarely saw chief village not complain think americans week spoke french not french nice able communicate guests beach nice way sea grass washing ashore garbage days day syring washed beach no kidding, dive instructor dog tied dive shack dog bark times making difficult able relax nap beach complain times dog taken away return days later dissapointed dogs really not belong resort especially not behaved paying alot money relaxation not need bothered people pets, dog took dump rest rooms stepped, care entertaining evening shows dance music alomost muerenge not club med themes tired bouncing forth restaurants alteranate dinner luch restaurants bread not nearly club med especially white chocolate bread, excursion manatee park big waste time money not lured not worth money excursions rip n't waste money snorkeling trip just beach boat just swim snorkeling sites just beach diving waste nothing nice guess spoiled used provo cozumel san salvador club med came primarily kids club boy things change kids, carefull sailing trouble did busy chatting girls not notice drowning,  ",2,1,2,0,1,4,1694
453,"just n't service like stayed hotel europa site failed honour booking used tripadvisor, family run hotel helpful friendly just gave partner great feeling stay, hotel right centre action quite, rates competitive, n't enjoyed hotel like long time, thoroughly recommend,  ",5,0,0,4,4,8,268
454,"casa camper fantastic, partner just returned holiday barcelona stayed casa camper, picked hotel largely based reviews read trip advisor say positive reviews 100 correct, lovely lovely hotel staff fantastic, stayed similar hotels clift san francisco hudson new york beau rivage nice thought casa camper best lot, start, staff welcoming friendly nothing trouble make feel home straight away, rooms paid little extra stayed suite worth penny, standard rooms n't know crossing corridor lounge think remain cocooned just bedroom suite luxury areas knows, showers fab beds comfortable slept rooms pleasantly quiet, hammock great chill strenous day shops beach 24 hour snacks great idea really healthy perfect quick snack stave hunger pangs late night spanish dining, breakfasts delicious chef happy prepare egg based dish, not croissants fresh fruit ensimadas yogurts bread coffee juices etc.the district great arty cool, nice restaurants nearby turn left hotel left n't expect tuck post 9pm, cocktails head rita blue placa st augusti sp, 5 minutes walk away, brilliant hotel definitely returning hopefully time time,  ",5,10,8,8,8,34,1113
455,"close..but no sigar, stayed marqueen week, expensive, different experience staying typical hotel-chains, charming, variable service front-desk positive helpfull staff, room 211 spacius quite asked quite room got no view, window faced brick wall, probably better 3 floor.cleaning better hotel general soon general clean-up.close location space needle belltown,  ",3,0,1,0,0,1,361
456,"luxury alila ubudstayed 2 nights friends having wedding here.ubud located near centre bali 1-1.5 hrs drive international airport, small town centre nearby restaurants market monkey forest.hotel located 10 minutes town centre located near ayung river rainforest rice fields, beautifulroom chose superior room, building contains 4 rooms, deluxe rooms ground floor superior rooms floor, small number villas, superior room differs deluxe room having no outdoor shower no garden/patio, superior beautiful inside, high thatched ceiling large king sized bed white pillows linen, extremely smooth comforytabble, desk provided, large cupboard containing electronic safe, opening large glass doors opened balcony ottoman 2 tables chair, room tastefully decorated clean maintained excellent condition, turned daily light candle mosquito coil outside patio, air conditioner strong, complimentary bottle water provided bathroom main room.bathroom modernly decorated large shower, water hot pressure poor, toilietries provided unclear brand high quality towels.pool infinity pool considered 50 pools world, 25m long stunning views forest, lots deck chairs complimentary refreshments provided, clean.library room contains internet terminals- free use books chess board games.staff friendly greeted smiles reception pool restaurant, apart lying pool spa didnot try activies cycling, hotel taxi service available way hotel, walking/cycling map provided walking trip alila nearby temples villages recommend avoid stray/wild dogs roaming around.breakfast breakfast included, excellent al carte menu order need, mix standard eggs/bacon/toast indonesians dishes congee, fruits different types freshly squeezed juices, cant comment restaurant food lunch dinner surrogate restaurant did cook wedding reception dinner buffest indonesian food barbeque foods delicious.overall recommend place looking romantic getaway quiet escape, paid 180 night including breakfast, not takes 1hr tourist spots kuta place ideally unwind relax,  ",5,3,2,4,1,10,2004
457,"not good, long stairs impossibly steep, room tiny person stay bed let room, not recommend hotel,  ",2,0,2,2,0,4,98
458,"want iwant ro riu wow, riu bambu fabulous hotel experience mum brother forget ok coach transfer hotel greatest gives look truely remarkable diverse country dominican, arrival greeted warm smile handed mai tai immediatly, check took 10 mins luggage arrived room safe sound, mornin greeted terrace gr=ardener choppin coconuts bar, kindly offered chopped whilst gettin ready breakfast, groundstaff barstf restaurant staff friendly helpful willl best talk u language speak food food lovely really gave chance experience local suisine food world disbelief number people ate pizza burgers week, change diet climate did suffer diahorrea nothin handled animation team guys absolutly rocked, freindly did nest involved left didnt, crazy oliver particuar, great fun holiday trips defnatley recommend monster truck safari, amazing chance real dominicans live visit fruit plantations coffee farm unforgettable, love,  ",5,0,7,7,0,14,906
459,"nice comfortable rooms comfortable, bed awesome attractively made-up super comfy, agree halls/elevator set-up little tricky asides small pleasant stay, ate meal main restaurant quite good, took little food customers opened lunch probably turn stoves stuff,  ",4,0,2,0,0,2,258
460,"ok not great let say weather fantastic resort beautiful place maintained, food hand definetely average, tried golf times resort told no carts course tournament, did offer bus diferent course nice used large day doing, staying royal resturant, menu changes, breakfast not recomended buffet instead, bigger selection better, lunch, dinner like steak called veal medallions best steak, grilled lobster quite mushy edible, negril couples resort thought food atmosphere better, staff friendly tries helpful language barrier spanish cheat sheet thought great got, yes seaweed beach ocean, overal nice place yes issues fun,  ",3,0,0,6,0,6,618
461,"good value inclusive stayed melia tropical week march 17 2008. arrangements interline travel agency airline employees got wonderful deal couple 14 yr old daughter, arrival d.r, punta cana airport immediately sense try squeeze money possible starting pictures costumed women airport, quickly refused did not appreciate bluntness nonetheless glad did, 25 ride hotel passing slums finally arriving man jungle melia conglomeration resorts, got lobby hotel immeidately accosted try talk famous min presentation, knew going immediately refused did not like reply did not matter, husband checked person pretending wanted t grounds diverted desk men waiting sell timeshare presentation, stepped told did not come bluntly told wanted left not bothered vacation family time not time, men light skin features blonde bleached hair really did not like attitude tell worked left rest week, speak fluent spanish think helped set straight, nonetheless time past 3pm room not ready no surprise headed marketplace buffet lunch, immediately surrounded bevy waiters trying vie attention tips, did bring 250 singles say went long way getting better service, room finally ready 5:30pm worse mexico folks, spacious comfortable virtually no drawer space beds hard uncomfortable soooo small, beds twin size size spaniards apparently use smaller beds americans, room located near beach beachside grill convenient, got use beach waves violent water arctic cold, beautiful swimming pool equally cold really just sat pool week long, husband 6am day towel poolside chairs order secure place chairs taken 6am, think people just left towels overnight removed order secure best poolside spots, met family europe canada world, essence nice enjoy dialogue exchange cultures travel world warned hotel caters europeans allowing smoke topless, knew situations prepared, not smokers went people smoking young teenagers restaurant lounge happened, no apparent drinking age minimum sensitive issue warned, dining did enjoy dominican restaurant american restaurant seafood restaurant, menus small llimited yes food no 5-star quality remember inclusive facility pay, did not expect quality dining thought offerings reasonably presented prepared, beverages downside, local rums horrible spaniard wines non-brand-name spirits appalling, chose buy better bottles wine wine list cost course better brands spirits, included beverages absolutely terrible, enjoy good bottle wine properly prepared cocktail prepare shell dollars luxuries not included, spent lot time bar venue say bartenders wonderful warm people, jesus terrific return night night, highlight bar area, nightly shows entertaining enjoyable, not las vegas truly try best entertain really appreciated, yes prior critiques said does not really know going far activities shows, nothing posted, correct really no notification provided guests small mural/board train stop limited information, forgot talk fact familiar using number guests hotel, need make reservation ask extra towels complain world pick room phone dial 3000. magic number, not dial individual departments assistance time time got indifferent women operators extension 3000. note aware no room service resort no internet, fortunately laptop able buy air time less-than-stellar so-called business center reasonable, internet connection bad used air time trying connect internet, aware folks running hotel parrots monkeys little creatures not sharing animals trying picture sell 10 cash way, turn trying make dime, evening strolling outdoor little market vendors set hotel nauseating walk constantly trying sell told clearly just browsing, did not purchase instead picked small things hotel souvenir shop spent 160 random little things expensive.overall say grounds hotel beautiful yes huge generally use train, employees warm attentive agree previous post girls work marketplace grill cold not nice, dominican men friendly thant women women air superiority arrogance generally ignored, women pleasant room maids respectful cordial prompt needed room, giving resort 3 star enjoyed facilties experience value paid truly got good vacation, not 4 5 star resort employees try hard welcome make feel comfortable folks remember poor country limited resources best circumstances,  ",3,-3,1,1,2,1,4250
462,"positive experience florence visit daughter studying abroad school year, chose giglio close pensione, rooms comfortable adequate, breakfast great especially sliced fresh fruit bowl great cappuccinos morning manuela spelling, staff best stay, went make visit special, thank marco manuela roberto,  ",5,3,3,3,0,9,297
463,"delightful friendly little hotel wife sixteen year old daughter spent nights hotel casci week april, shared triple room king bed double bed, room simple quite spacious extremely clean, adequate storage space bathroom small functional, location hotel perfect blocks duomo not midst hoards tourists, easy walk away train station duomo major galleries river, staff unbelievably kind accomodating notably paolo pierpaolo, everybody spoke english flawlessly number languages, prior visit pierpaolo reservations uffizi accademia obviated waiting long lines heard, breakfast simple adequate, return florence certainly consider staying hotel casci,  ",4,1,1,1,0,3,642
464,"great central hotel arrived hotel car knowingly paid high valet parking rate n't want pay street park major city staff welcoming room available arrival despite early.we passed dimly lit hallways trendy prefer room, spacious room comfy beds modern lighting decor large flat screen tv safe iron board small bathroom shower bath not separate, nice touch printer room great business use.views not brilliant hotel surrounded tall buildings.the bar bustling trendy lobby area free wifi guests, hotel location great shops restaurants.if not trendy style try expensive fairmont door.if like hotel recommend lunch great wine bar just road hotel barolo dinner cab opposite westin need book,  ",5,2,2,3,1,8,682
465,"great just returned staying, hotel great value clean comfortable, rooms not large fine old section, terminal free wireless internet access lobby, like reviewer just not pick signal laptop room, morning breakfast great afternoon snacks nice bonus, enjoyed location desk staff young friendly helpful,  ",4,5,5,5,5,20,300
466,"return customer excellent hotel, just returned typical wonderfull stay sofitel, hotel stay nyc, reviews say, concierge staff class best seen, excellent clean workout room super quiet rooms, suggestion mind room televisions need updated nitpicking,  ",5,0,4,4,0,8,249
